rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1518446509536477804,,291,,1518446509,535547971,'',4,"""/rtk_gps_node_name""","""$GPGGA,144150.40,4220.1794677,N,07105.3015218,W,5,10,1.0,45.157,M,-28.730,M,0.8,*4A\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518446509541403708,,292,,1518446509,538006067,'',2,"""/rtk_gps_node_name""","""header",\n  status,45.157\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518446509541581013,,293,,1518446509,539449930,'',2,"""/gps2utm_node_name""","""header",''\npose,4688097.76053\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
1518446509725889238,,294,,1518446509,722587108,'',4,"""/rtk_gps_node_name""","""$GPGGA,144150.60,4220.1794732,N,07105.3015375,W,5,10,1.0,45.102,M,-28.730,M,1.0,*4B\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518446509725895429,,295,,1518446509,724922895,'',2,"""/rtk_gps_node_name""","""header",\n  status,45.102\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518446509727018013,,296,,1518446509,725672960,'',2,"""/gps2utm_node_name""","""header",''\npose,4688097.77107\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
1518446509930023414,,297,,1518446509,925865888,'',4,"""/rtk_gps_node_name""","""$GPGGA,144150.80,4220.1794972,N,07105.3015830,W,5,09,1.0,45.126,M,-28.730,M,0.2,*48\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518446509930543383,,298,,1518446509,927557945,'',2,"""/rtk_gps_node_name""","""header",\n  status,45.126\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518446509930559080,,299,,1518446509,928527116,'',2,"""/gps2utm_node_name""","""header",''\npose,4688097.81652\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
1518446510125019415,,300,,1518446510,124069929,'',4,"""/rtk_gps_node_name""","""$GPGGA,144151.00,4220.1795090,N,07105.3016181,W,5,09,1.0,45.164,M,-28.730,M,0.4,*45\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518446510127899227,,301,,1518446510,126759052,'',2,"""/gps2utm_node_name""","""header",''\npose,4688097.83917\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
1518446510127938013,,302,,1518446510,126868963,'',2,"""/rtk_gps_node_name""","""header",\n  status,45.164\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518446510328375896,,303,,1518446510,327888965,'',4,"""/rtk_gps_node_name""","""$GPGGA,144151.20,4220.1795141,N,07105.3016409,W,5,09,1.0,45.211,M,-28.730,M,0.6,*4C\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518446510332128965,,304,,1518446510,329454898,'',2,"""/rtk_gps_node_name""","""header",\n  status,45.211\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
