rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1518447243545875024,,2,,1518447243,528911275,'',2,"""/record_1518447243514507507""","""Subscribing to /rosout""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.12/src/recorder.cpp""","""shared_ptr<ros",211,[/rosout]
1518447243546083851,,3,,1518447243,533993115,'',2,"""/record_1518447243514507507""","""Subscribing to /utm_fix""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.12/src/recorder.cpp""","""shared_ptr<ros",211,[/rosout]
1518447243546098655,,4,,1518447243,539499723,'',2,"""/record_1518447243514507507""","""Subscribing to /rosout_agg""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.12/src/recorder.cpp""","""shared_ptr<ros",211,[/rosout]
1518447243751939673,,5,,1518447237,655507028,'',2,"""/rosbag_record""","""Subscribing to /utm_fix""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.12/src/recorder.cpp""","""shared_ptr<ros",211,[/rosout]
1518447243752849245,,71,,1518447243,735040903,'',2,"""/rtk_gps_node_name""","""header",\n  status,38.086\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518447243752977090,,35,,1518447243,736175060,'',2,"""/gps2utm_node_name""","""header",''\npose,4688098.44075\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
1518447243935885378,,72,,1518447243,934978961,'',4,"""/rtk_gps_node_name""","""$GPGGA,145404.80,4220.1798238,N,07105.3024368,W,4,09,1.0,38.082,M,-28.730,M,0.2,*44\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518447243939883169,,73,,1518447243,938308000,'',2,"""/rtk_gps_node_name""","""header",\n  status,38.082\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518447243940313693,,36,,1518447243,939034938,'',2,"""/gps2utm_node_name""","""header",''\npose,4688098.44054\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
1518447244152783067,,74,,1518447244,151204109,'',4,"""/rtk_gps_node_name""","""$GPGGA,145405.00,4220.1798296,N,07105.3024353,W,4,09,1.0,38.079,M,-28.730,M,0.4,*43\r""","""rtk_gps_node""","""process_line""",48,"[/rtk_fix, /rosout, /utm_fix]"
1518447244155363128,,75,,1518447244,154267072,'',2,"""/rtk_gps_node_name""","""header",\n  status,38.079\nposition_covariance,"0""","""rtk_gps_node""","""process_line""",54,"[/rtk_fix, /rosout, /utm_fix]"
1518447244156441183,,37,,1518447244,155201911,'',2,"""/gps2utm_node_name""","""header",''\npose,4688098.45124\n      z,0.0\n      w,\,\n    linear,0.0\n      y,"""gps2utm_node""","""_nav_sat_callback""",25,"[/rtk_fix, /rosout, /utm_fix]"
