382878.6203,4688098.31
382878.6177,4688098.304
382878.6135,4688098.307
382878.6038,4688098.306
382878.5975,4688098.313
382878.5956,4688098.314
382878.5965,4688098.319
382878.598,4688098.325
382878.5979,4688098.331
382878.6014,4688098.334
382878.6011,4688098.337
382878.6009,4688098.345
382878.6017,4688098.351
382878.6058,4688098.363
382878.6033,4688098.372
382878.5974,4688098.37
382878.5908,4688098.373
382878.5839,4688098.379
382878.5749,4688098.379
382878.5687,4688098.383
382878.5594,4688098.382
382878.5457,4688098.385
382878.5171,4688098.391
382878.5,4688098.397
382878.474,4688098.408
382878.4441,4688098.426
382878.4152,4688098.453
382878.3929,4688098.471
382878.3713,4688098.488
382878.3547,4688098.495
382878.3433,4688098.505
382878.3387,4688098.515
382878.3434,4688098.527
382878.3486,4688098.538
382878.3403,4688098.545
382878.3362,4688098.561
382878.3393,4688098.584
382878.3352,4688098.609
382878.3296,4688098.631
382878.2972,4688098.654
382878.2733,4688098.671
382878.2573,4688098.699
382878.2418,4688098.725
382878.2195,4688098.744
382878.1986,4688098.759
382878.1863,4688098.771
382878.1638,4688098.782
382878.1338,4688098.795
382878.0992,4688098.813
382878.0704,4688098.815
382878.0435,4688098.84
382878.0171,4688098.864
382877.9959,4688098.887
382877.9769,4688098.91
382877.9536,4688098.926
382877.9348,4688098.943
382877.9247,4688098.959
382877.9057,4688098.981
382877.8852,4688099.014
382877.8624,4688099.047
382877.8407,4688099.084
382877.8124,4688099.121
382877.7822,4688099.148
382877.767,4688099.174
382877.7518,4688099.185
382877.7245,4688099.199
382877.6811,4688099.224
382877.6524,4688099.24
382877.6181,4688099.256
382877.5754,4688099.274
382877.5456,4688099.29
382877.5179,4688099.321
382877.4821,4688099.344
382877.4611,4688099.369
382877.4435,4688099.388
382877.4302,4688099.412
382877.4207,4688099.436
382877.409,4688099.461
382877.3856,4688099.497
382877.3728,4688099.53
382877.3419,4688099.576
382877.3133,4688099.615
382877.2862,4688099.64
382877.266,4688099.657
382877.2448,4688099.66
382877.2108,4688099.665
382877.1693,4688099.677
382877.1358,4688099.686
382877.1005,4688099.693
382877.0663,4688099.718
382877.0388,4688099.735
382877.0126,4688099.758
382876.9816,4688099.778
382876.9665,4688099.79
382876.9579,4688099.806
382876.9499,4688099.823
382876.9351,4688099.842
382876.9172,4688099.863
382876.8992,4688099.888
382876.8759,4688099.914
382876.8502,4688099.949
382876.8266,4688099.986
382876.799,4688100.015
382876.7866,4688100.021
382876.776,4688100.019
382876.7696,4688100.013
382876.7611,4688100.012
382876.7567,4688100.016
382876.7388,4688100.005
382876.7093,4688099.98
382876.672,4688099.944
382876.6209,4688099.892
382876.5714,4688099.845
382876.5368,4688099.814
382876.5315,4688099.794
382876.536,4688099.786
382876.5449,4688099.782
382876.5412,4688099.759
382876.5259,4688099.723
382876.4934,4688099.676
382876.4476,4688099.617
382876.4081,4688099.571
382876.3606,4688099.528
382876.3179,4688099.505
382876.2883,4688099.487
382876.2743,4688099.461
382876.2678,4688099.432
382876.256,4688099.401
382876.2419,4688099.364
382876.2296,4688099.327
382876.205,4688099.276
382876.1797,4688099.23
382876.1514,4688099.196
382876.1254,4688099.166
382876.1118,4688099.147
382876.0953,4688099.121
382876.0788,4688099.097
382876.0532,4688099.066
382876.0142,4688099.026
382875.9741,4688098.993
382875.9298,4688098.967
382875.876,4688098.94
382875.8221,4688098.914
382875.777,4688098.889
382875.7528,4688098.866
382875.7369,4688098.831
382875.7304,4688098.786
382875.7213,4688098.741
382875.7028,4688098.698
382875.6778,4688098.654
382875.6501,4688098.618
382875.6331,4688098.585
382875.6162,4688098.55
382875.5946,4688098.518
382875.5675,4688098.487
382875.5306,4688098.449
382875.4825,4688098.401
382875.439,4688098.358
382875.3866,4688098.32
382875.3343,4688098.285
382875.2942,4688098.259
382875.263,4688098.24
382875.2523,4688098.228
382875.2562,4688098.223
382875.2652,4688098.211
382875.2764,4688098.199
382875.295,4688098.182
382875.3288,4688098.16
382875.365,4688098.137
382875.3905,4688098.122
382875.4184,4688098.097
382875.4451,4688098.07
382875.4786,4688098.036
382875.5103,4688097.993
382875.5428,4688097.95
382875.5712,4688097.907
382875.5922,4688097.878
382875.6248,4688097.85
382875.6558,4688097.828
382875.6967,4688097.786
382875.7506,4688097.748
382875.8086,4688097.706
382875.8703,4688097.663
382875.9164,4688097.635
382875.966,4688097.606
382875.9965,4688097.582
382876.033,4688097.549
382876.0669,4688097.518
382876.116,4688097.467
382876.1505,4688097.42
382876.1901,4688097.379
382876.2178,4688097.346
382876.2423,4688097.315
382876.2843,4688097.288
382876.35,4688097.251
382876.4128,4688097.213
382876.4675,4688097.185
382876.5178,4688097.148
382876.5583,4688097.115
382876.5982,4688097.081
382876.6273,4688097.055
382876.661,4688097.024
382876.6949,4688096.983
382876.732,4688096.941
382876.7688,4688096.899
382876.8015,4688096.855
382876.8323,4688096.829
382876.8549,4688096.812
382876.8862,4688096.786
382876.9384,4688096.753
382876.9869,4688096.729
382877.0301,4688096.708
382877.0636,4688096.69
382877.0857,4688096.68
382877.0965,4688096.668
382877.1015,4688096.669
382877.116,4688096.693
382877.1305,4688096.724
382877.1406,4688096.755
382877.1374,4688096.782
382877.1427,4688096.797
382877.1616,4688096.803
382877.195,4688096.822
382877.2306,4688096.871
382877.2605,4688096.919
382877.2958,4688096.966
382877.3215,4688097.009
382877.3439,4688097.044
382877.3803,4688097.075
382877.4195,4688097.105
382877.4697,4688097.143
382877.5181,4688097.178
382877.5551,4688097.207
382877.5854,4688097.237
382877.6146,4688097.266
382877.6379,4688097.287
382877.6616,4688097.318
382877.6962,4688097.365
382877.7296,4688097.405
382877.7616,4688097.45
382877.7938,4688097.503
382877.8238,4688097.552
382877.8585,4688097.6
382877.8909,4688097.64
382877.9212,4688097.673
382877.9542,4688097.705
382877.993,4688097.737
382878.0452,4688097.774
382878.0877,4688097.812
382878.1319,4688097.842
382878.1642,4688097.878
