4774.98638,4688721.66696
4774.753834,4688721.7224
4774.736298,4688721.7751
4774.794576,4688721.7865
4774.885823,4688721.8653
4774.849558,4688721.8397
4774.828997,4688721.8754
4774.79745,4688721.95292
4774.944935,4688722.0945
4774.883334,4688722.1899
4774.860435,4688722.3006
4774.892926,4688722.2638
4774.890013,4688722.3121
4774.864775,4688722.3390
4774.792339,4688722.3685
4773.225803,4688722.8425
4774.752351,4688722.4588
4774.750004,4688722.4664
4774.665491,4688722.5382
4774.580559,4688722.5510
4774.458561,4688722.6732
4774.368165,4688722.6878
4774.273466,4688722.6496
84774.28138,4688722.6465
84774.377457,4688722.785
84774.435661,4688722.909
84774.468298,4688722.864
84774.509795,4688722.982
84774.527554,4688722.910
84774.471874,4688722.939
84774.526332,4688723.044
84774.476134,4688723.073
84774.434782,4688722.997
84774.401246,4688723.079
84774.408074,4688723.152
84774.368211,4688723.225
84774.287456,4688723.249
84774.356137,4688723.359
84774.246743,4688723.538
84774.290426,4688723.605
84774.085177,4688723.667
84774.109906,4688723.709
84774.208491,4688723.758
84774.33546,4688723.7720
84774.298233,4688723.846
84774.094741,4688723.915
84774.218077,4688723.991
84774.128318,4688724.044
84774.116188,4688724.033
84774.10964,4688724.0443
84774.074296,4688724.091
84774.066193,4688724.174
84774.161811,4688724.277
84774.267268,4688724.385
84774.2965,4688724.42578
84774.349018,4688724.362
84774.363678,4688724.268
84774.536921,4688724.264
84774.53649,4688724.2802
84774.555408,4688724.303
84774.968554,4688723.163
84774.676024,4688724.347
84774.563112,4688724.279
84774.665886,4688724.265
84773.386116,4688724.674
84773.578211,4688724.672
84774.806587,4688724.378
84774.752091,4688724.555
84774.748562,4688724.691
84774.71276,4688724.7441
84774.666613,4688724.718
84774.836082,4688724.802
84774.844732,4688724.861
84774.808858,4688724.733
84774.782983,4688724.738
84774.771749,4688724.690
84774.775312,4688724.522
84774.72567,4688724.5438
84774.748441,4688724.492
84774.617265,4688724.382
84774.541415,4688724.337
84774.370137,4688724.177
84774.455345,4688724.189
84774.457353,4688724.094
84774.526014,4688724.027
84774.479566,4688724.033
84774.538571,4688723.955
84774.494679,4688723.909
84774.406279,4688723.836
84774.388599,4688723.763
84774.472962,4688723.765
84773.278032,4688724.022
84773.301431,4688724.067
84773.38235,4688724.0778
84773.418668,4688724.156
84773.282127,4688724.096
84773.277862,4688724.078
84773.284126,4688724.150
84773.293044,4688724.158
84773.233142,4688724.065
84773.194293,4688724.032
84773.093083,4688723.924
84773.011212,4688723.847
84772.969516,4688723.909
84773.076459,4688723.932
84773.069753,4688724.000
84773.145627,4688723.896
84773.222496,4688723.802
84773.183192,4688723.775
84773.328246,4688723.810
84773.39091,4688723.7048
84773.338757,4688723.639
84773.198717,4688723.550
84773.298572,4688723.442
84773.213476,4688723.345
84773.13419,4688723.3175
84773.324647,4688723.299
84773.384094,4688723.373
84773.299192,4688723.321
84773.349359,4688723.399
84773.385298,4688723.405
84773.337634,4688723.471
84773.344779,4688723.413
84773.422432,4688723.467
84773.444765,4688723.372
84773.431998,4688723.497
84773.331305,4688723.520
84773.256939,4688723.508
84773.12805,4688723.3533
84773.095649,4688722.727
84773.205221,4688722.609
84773.108783,4688722.574
84773.106472,4688722.534
84773.038431,4688722.521
84772.843555,4688722.412
84773.348239,4688722.346
84773.336502,4688722.425
84773.310053,4688722.462
84773.253824,4688722.475
84773.196047,4688722.527
84773.040352,4688722.454
84772.971216,4688722.292
84772.862029,4688722.225
84772.896123,4688722.219
84772.838346,4688722.188
84772.808956,4688722.121
84772.777856,4688722.092
84772.770642,4688722.137
84772.782442,4688722.245
84772.43675,4688721.8094
84772.504403,4688721.772
84772.633429,4688721.769
84772.684541,4688721.687
84772.704049,4688721.670
84772.607799,4688721.605
84772.546144,4688721.647
84772.504765,4688721.728
84772.439508,4688721.659
84772.469642,4688721.663
84772.359183,4688721.677
84772.361896,4688721.733
84772.358564,4688721.756
84772.421773,4688721.742
84772.462523,4688721.781
84772.534572,4688721.820
84772.488347,4688721.823
84772.459515,4688721.840
84772.420339,4688721.821
84772.246882,4688721.829
84772.291874,4688721.843
84772.271906,4688721.731
84772.270004,4688721.849
84772.287661,4688721.812
84772.280211,4688721.818
84772.294837,4688721.981
84772.354187,4688721.957
84772.262332,4688721.992
84772.238662,4688721.947
84772.25802,4688721.8638
84772.245735,4688721.901
84772.342424,4688721.852
84772.300344,4688721.815
84772.333993,4688721.798
84772.377716,4688721.785
84772.367694,4688721.702
84772.419203,4688721.769
84772.594701,4688721.752
84772.515735,4688721.660
84772.505379,4688721.698
84772.601659,4688721.808
84772.551239,4688721.806
84772.516702,4688721.819
84772.288566,4688721.859
84772.264889,4688721.830
84772.671099,4688721.771
84772.660923,4688721.637
84772.590199,4688721.578
84772.56387,4688721.4893
84772.560962,4688721.487
84772.614395,4688721.430
84772.695826,4688721.546
84772.756611,4688721.501
