rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1518310903758922223,,151,,0,0,'',,0,0,4220.5330769,-7103.929241,2.123,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310903790544137,,152,,0,0,'',,0,0,4220.5329163,-7103.9292296,1.571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310903879430799,,153,,0,0,'',,0,0,4220.5327316,-7103.9292787,1.192,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310904247204322,,154,,0,0,'',,0,0,4220.532653,-7103.9295356,1.594,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310904274366731,,155,,0,0,'',,0,0,4220.5325604,-7103.9298115,1.842,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310904680019466,,156,,0,0,'',,0,0,4220.5323721,-7103.9300555,1.597,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310904681403155,,157,,0,0,'',,0,0,4220.532227,-7103.9302277,1.232,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310904970860515,,158,,0,0,'',,0,0,4220.5320649,-7103.9303855,0.786,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310905133995089,,159,,0,0,'',,0,0,4220.5319903,-7103.9304958,0.565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310905388770052,,160,,0,0,'',,0,0,4220.5321162,-7103.9302486,-0.071,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310905479204988,,161,,0,0,'',,0,0,4220.5321467,-7103.930236,0.343,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310905678817510,,162,,0,0,'',,0,0,4220.5320474,-7103.9300127,-0.565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310905896137650,,163,,0,0,'',,0,0,4220.532163,-7103.929929,-0.307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310906835960181,,164,,0,0,'',,0,0,4220.5321184,-7103.9299531,-0.541,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310906842623673,,165,,0,0,'',,0,0,4220.5320452,-7103.9296926,-0.941,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310906846650998,,166,,0,0,'',,0,0,4220.5320565,-7103.9295991,-1.27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310906902453770,,167,,0,0,'',,0,0,4220.532065,-7103.9297533,-1.569,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1518310907181690966,,168,,0,0,'',,0,0,4220.5319239,-7103.9295428,-2.307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
